                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2,,,,,,
166,1.4457,1.1603,1.0495,0.54945,0.42642,0.45078,0.27224,1.3643,1.0898,1.0369,0.00703,0.00703,0.00703,,,,,,
167,1.4401,1.1566,1.0485,0.5501,0.42678,0.45101,0.27245,1.3644,1.0897,1.0369,0.007012,0.007012,0.007012,,,,,,
168,1.4451,1.1597,1.0519,0.55042,0.42658,0.45127,0.27252,1.364,1.0894,1.0368,0.006994,0.006994,0.006994,,,,,,
169,1.4475,1.1573,1.0474,0.55058,0.42726,0.45126,0.27271,1.3638,1.0891,1.0367,0.006976,0.006976,0.006976,,,,,,
170,1.4478,1.1595,1.0494,0.551,0.42749,0.45127,0.27262,1.3637,1.089,1.0366,0.006958,0.006958,0.006958,,,,,,
171,1.4422,1.1582,1.0483,0.55121,0.4274,0.45146,0.27279,1.3639,1.0886,1.0366,0.00694,0.00694,0.00694,,,,,,
172,1.4438,1.1544,1.0488,0.55161,0.42796,0.45162,0.27312,1.3638,1.0888,1.0366,0.006922,0.006922,0.006922,,,,,,
173,1.4498,1.161,1.0488,0.55188,0.42798,0.45192,0.27318,1.3638,1.0885,1.0366,0.006904,0.006904,0.006904,,,,,,
174,1.447,1.1617,1.0478,0.55263,0.42841,0.45186,0.27325,1.3636,1.0885,1.0365,0.006886,0.006886,0.006886,,,,,,
175,1.4479,1.1608,1.0491,0.55282,0.42879,0.45171,0.27324,1.3635,1.0884,1.0364,0.006868,0.006868,0.006868,,,,,,
176,1.4397,1.1525,1.049,0.55184,0.42987,0.45181,0.2732,1.3634,1.0884,1.0363,0.00685,0.00685,0.00685,,,,,,
177,1.4399,1.1543,1.0467,0.54918,0.43043,0.45191,0.27323,1.3631,1.0882,1.0362,0.006832,0.006832,0.006832,,,,,,
178,1.4379,1.1526,1.0483,0.55326,0.42867,0.45197,0.27329,1.3631,1.0882,1.0361,0.006814,0.006814,0.006814,,,,,,
179,1.4423,1.1555,1.0472,0.55348,0.4285,0.45166,0.2734,1.3629,1.0879,1.036,0.006796,0.006796,0.006796,,,,,,
180,1.4456,1.1507,1.0469,0.55133,0.42923,0.45184,0.27352,1.363,1.0877,1.036,0.006778,0.006778,0.006778,,,,,,
181,1.4438,1.1538,1.0472,0.54933,0.43014,0.45202,0.2736,1.3628,1.0876,1.0359,0.00676,0.00676,0.00676,,,,,,
182,1.444,1.1509,1.0461,0.54934,0.43007,0.45204,0.27371,1.3627,1.0876,1.0359,0.006742,0.006742,0.006742,,,,,,
183,1.444,1.1496,1.0446,0.55015,0.43024,0.45224,0.27381,1.3625,1.0876,1.0358,0.006724,0.006724,0.006724,,,,,,
184,1.4333,1.1441,1.0428,0.55204,0.42948,0.45227,0.27384,1.3625,1.0873,1.0357,0.006706,0.006706,0.006706,,,,,,
185,1.4446,1.155,1.0481,0.55465,0.42878,0.45229,0.27386,1.3624,1.0872,1.0356,0.006688,0.006688,0.006688,,,,,,
186,1.4394,1.1482,1.0429,0.55057,0.42998,0.45264,0.27405,1.3625,1.0872,1.0355,0.00667,0.00667,0.00667,,,,,,
187,1.4404,1.1503,1.049,0.55451,0.42839,0.45257,0.27409,1.3626,1.0873,1.0355,0.006652,0.006652,0.006652,,,,,,
188,1.4375,1.1444,1.0453,0.5528,0.42913,0.4528,0.2742,1.3624,1.0871,1.0355,0.006634,0.006634,0.006634,,,,,,
189,1.4388,1.1526,1.0476,0.55454,0.42767,0.45288,0.27419,1.3622,1.0872,1.0354,0.006616,0.006616,0.006616,,,,,,
190,1.4385,1.1466,1.0461,0.55078,0.4296,0.45322,0.27436,1.3621,1.087,1.0353,0.006598,0.006598,0.006598,,,,,,
191,1.4423,1.1513,1.0453,0.55513,0.42757,0.45342,0.27453,1.3621,1.0869,1.0353,0.00658,0.00658,0.00658,,,,,,
192,1.4424,1.149,1.046,0.55538,0.4278,0.45353,0.27462,1.3617,1.0868,1.0351,0.006562,0.006562,0.006562,,,,,,
193,1.4399,1.1465,1.0459,0.55141,0.42976,0.45352,0.27462,1.3617,1.0864,1.0351,0.006544,0.006544,0.006544,,,,,,
194,1.438,1.1441,1.0474,0.55189,0.42975,0.45345,0.27462,1.3616,1.0865,1.035,0.006526,0.006526,0.006526,,,,,,
195,1.4395,1.1434,1.046,0.55392,0.42842,0.45346,0.27457,1.3617,1.0865,1.035,0.006508,0.006508,0.006508,,,,,,
196,1.4384,1.1466,1.0458,0.55374,0.42867,0.4536,0.27457,1.3616,1.0863,1.0349,0.00649,0.00649,0.00649,,,,,,
197,1.4385,1.1445,1.0482,0.55545,0.42788,0.45379,0.27466,1.3617,1.0863,1.0348,0.006472,0.006472,0.006472,,,,,,
198,1.4378,1.1373,1.0457,0.55379,0.42894,0.45388,0.27496,1.3615,1.0863,1.0348,0.006454,0.006454,0.006454,,,,,,
199,1.4357,1.1366,1.0426,0.55435,0.42856,0.45418,0.27512,1.3615,1.0863,1.0348,0.006436,0.006436,0.006436,,,,,,
200,1.4341,1.1395,1.0437,0.55581,0.42647,0.4541,0.27485,1.3614,1.0861,1.0347,0.006418,0.006418,0.006418,,,,,,
201,1.4395,1.1404,1.0438,0.55313,0.42735,0.45433,0.27488,1.3614,1.086,1.0346,0.0064,0.0064,0.0064,,,,,,
202,1.4362,1.1392,1.0436,0.55124,0.42784,0.45438,0.27514,1.3614,1.0861,1.0347,0.006382,0.006382,0.006382,,,,,,
203,1.4327,1.1357,1.0414,0.55152,0.42825,0.45453,0.27507,1.3615,1.0861,1.0346,0.006364,0.006364,0.006364,,,,,,
204,1.4375,1.1433,1.045,0.55219,0.42813,0.45462,0.2752,1.3614,1.0859,1.0346,0.006346,0.006346,0.006346,,,,,,
205,1.4333,1.1401,1.0448,0.55244,0.42767,0.45471,0.27513,1.3614,1.0859,1.0346,0.006328,0.006328,0.006328,,,,,,
206,1.4371,1.135,1.0403,0.55031,0.42839,0.45476,0.27528,1.3615,1.086,1.0346,0.00631,0.00631,0.00631,,,,,,
207,1.4351,1.1443,1.0461,0.54937,0.43061,0.45473,0.27535,1.3615,1.086,1.0345,0.006292,0.006292,0.006292,,,,,,
208,1.4326,1.1359,1.041,0.54975,0.43076,0.45491,0.27543,1.3613,1.0857,1.0344,0.006274,0.006274,0.006274,,,,,,
209,1.4346,1.1386,1.0466,0.54983,0.43054,0.45508,0.27561,1.3611,1.0856,1.0343,0.006256,0.006256,0.006256,,,,,,
210,1.4368,1.1359,1.0453,0.54996,0.43067,0.45507,0.27561,1.3613,1.0858,1.0344,0.006238,0.006238,0.006238,,,,,,
211,1.4363,1.1355,1.0441,0.55014,0.43086,0.45512,0.27556,1.3614,1.0859,1.0344,0.00622,0.00622,0.00622,,,,,,
212,1.4372,1.1384,1.0426,0.54969,0.43085,0.45508,0.27558,1.3614,1.0858,1.0344,0.006202,0.006202,0.006202,,,,,,
213,1.4248,1.1371,1.0404,0.54993,0.43121,0.45521,0.27549,1.3612,1.0857,1.0343,0.006184,0.006184,0.006184,,,,,,
214,1.431,1.1346,1.042,0.54616,0.43295,0.45531,0.27551,1.3613,1.0856,1.0343,0.006166,0.006166,0.006166,,,,,,
215,1.4248,1.1274,1.0397,0.54803,0.43161,0.45528,0.27563,1.3612,1.0855,1.0343,0.006148,0.006148,0.006148,,,,,,
216,1.4314,1.1306,1.0426,0.54802,0.43159,0.45525,0.27561,1.3612,1.0855,1.0342,0.00613,0.00613,0.00613,,,,,,
217,1.4328,1.1355,1.0392,0.54761,0.43147,0.45536,0.27565,1.3612,1.0852,1.0342,0.006112,0.006112,0.006112,,,,,,
218,1.4341,1.1339,1.0429,0.54723,0.43117,0.45543,0.27573,1.361,1.0851,1.0342,0.006094,0.006094,0.006094,,,,,,
219,1.4308,1.132,1.0427,0.54742,0.43121,0.45547,0.27571,1.361,1.0851,1.0341,0.006076,0.006076,0.006076,,,,,,
220,1.4314,1.134,1.0446,0.55028,0.43031,0.45564,0.27576,1.3609,1.0849,1.0341,0.006058,0.006058,0.006058,,,,,,
221,1.4339,1.135,1.0453,0.54993,0.43018,0.45542,0.27585,1.3609,1.0849,1.0341,0.00604,0.00604,0.00604,,,,,,
222,1.4287,1.1266,1.0389,0.54946,0.43014,0.45546,0.27577,1.3607,1.0846,1.034,0.006022,0.006022,0.006022,,,,,,
223,1.4299,1.135,1.0445,0.54966,0.43028,0.45571,0.27581,1.3609,1.0847,1.0339,0.006004,0.006004,0.006004,,,,,,
224,1.4245,1.1304,1.0416,0.55173,0.42932,0.45564,0.27594,1.3605,1.0845,1.0338,0.005986,0.005986,0.005986,,,,,,
225,1.4339,1.13,1.0417,0.54996,0.43028,0.45589,0.276,1.3606,1.0843,1.0338,0.005968,0.005968,0.005968,,,,,,
226,1.4256,1.1283,1.0425,0.54992,0.4302,0.45574,0.2759,1.3606,1.0841,1.0338,0.00595,0.00595,0.00595,,,,,,
227,1.4358,1.129,1.0419,0.55045,0.43019,0.4559,0.27577,1.3604,1.0843,1.0338,0.005932,0.005932,0.005932,,,,,,
228,1.4268,1.128,1.0409,0.54909,0.43101,0.456,0.27598,1.3604,1.0843,1.0337,0.005914,0.005914,0.005914,,,,,,
229,1.4272,1.1271,1.0413,0.54848,0.43093,0.45592,0.2758,1.3605,1.0841,1.0337,0.005896,0.005896,0.005896,,,,,,
230,1.4262,1.1239,1.0388,0.5493,0.43135,0.45607,0.27603,1.3604,1.0839,1.0336,0.005878,0.005878,0.005878,,,,,,
231,1.4345,1.1295,1.0402,0.5495,0.43124,0.45624,0.27608,1.3604,1.0838,1.0335,0.00586,0.00586,0.00586,,,,,,
232,1.4244,1.1225,1.0413,0.5498,0.43191,0.45628,0.27611,1.3605,1.0839,1.0335,0.005842,0.005842,0.005842,,,,,,
233,1.4284,1.1291,1.0385,0.54963,0.43144,0.45631,0.27603,1.3604,1.0838,1.0335,0.005824,0.005824,0.005824,,,,,,
234,1.4273,1.1225,1.0415,0.54992,0.43194,0.45657,0.27624,1.36,1.0837,1.0334,0.005806,0.005806,0.005806,,,,,,
235,1.4259,1.1246,1.0416,0.55196,0.43097,0.45659,0.27633,1.36,1.0836,1.0334,0.005788,0.005788,0.005788,,,,,,
236,1.4249,1.1291,1.0397,0.55132,0.43258,0.45668,0.27619,1.3598,1.0836,1.0333,0.00577,0.00577,0.00577,,,,,,
237,1.4288,1.1284,1.0434,0.55158,0.43252,0.45684,0.27648,1.3598,1.0835,1.0333,0.005752,0.005752,0.005752,,,,,,
238,1.4264,1.1212,1.0387,0.55154,0.43276,0.45686,0.2764,1.3597,1.0834,1.0332,0.005734,0.005734,0.005734,,,,,,
239,1.4169,1.1213,1.0418,0.54968,0.43396,0.45692,0.27658,1.3598,1.0835,1.0332,0.005716,0.005716,0.005716,,,,,,
240,1.428,1.1264,1.041,0.54971,0.4341,0.45709,0.27656,1.3597,1.0835,1.0331,0.005698,0.005698,0.005698,,,,,,
241,1.4256,1.126,1.0393,0.54969,0.43412,0.45732,0.27664,1.3596,1.0835,1.0331,0.00568,0.00568,0.00568,,,,,,
242,1.4139,1.1125,1.0375,0.55009,0.43455,0.45733,0.27664,1.3598,1.0834,1.0331,0.005662,0.005662,0.005662,,,,,,
243,1.4171,1.1145,1.0359,0.55106,0.43414,0.45757,0.27671,1.3598,1.0835,1.033,0.005644,0.005644,0.005644,,,,,,
244,1.4223,1.1175,1.0354,0.55029,0.43434,0.45764,0.27664,1.3595,1.0831,1.0329,0.005626,0.005626,0.005626,,,,,,
245,1.4268,1.1221,1.039,0.55097,0.43423,0.4576,0.27683,1.3594,1.0832,1.0328,0.005608,0.005608,0.005608,,,,,,
246,1.4274,1.1215,1.0396,0.55074,0.43403,0.45783,0.27689,1.3594,1.0833,1.0327,0.00559,0.00559,0.00559,,,,,,
247,1.4248,1.121,1.0413,0.55054,0.43435,0.4578,0.2769,1.3594,1.0833,1.0327,0.005572,0.005572,0.005572,,,,,,
248,1.4206,1.1169,1.039,0.55073,0.4343,0.45826,0.27703,1.3592,1.0831,1.0327,0.005554,0.005554,0.005554,,,,,,
249,1.4277,1.1272,1.0425,0.55067,0.43451,0.45827,0.27725,1.3593,1.0833,1.0327,0.005536,0.005536,0.005536,,,,,,
250,1.4179,1.1147,1.0377,0.55136,0.43428,0.45817,0.27734,1.3591,1.0834,1.0327,0.005518,0.005518,0.005518,,,,,,
251,1.4286,1.1242,1.0406,0.55134,0.43424,0.45846,0.27743,1.3593,1.0835,1.0327,0.0055,0.0055,0.0055,,,,,,
252,1.422,1.1138,1.0367,0.5536,0.43349,0.45843,0.27731,1.3592,1.0835,1.0327,0.005482,0.005482,0.005482,,,,,,
253,1.4223,1.1194,1.0385,0.55356,0.43327,0.45839,0.27723,1.3592,1.0835,1.0326,0.005464,0.005464,0.005464,,,,,,
254,1.4257,1.1224,1.0393,0.55379,0.43319,0.4584,0.27731,1.359,1.0833,1.0326,0.005446,0.005446,0.005446,,,,,,
255,1.4234,1.1165,1.0385,0.55458,0.43325,0.45863,0.27739,1.3589,1.0832,1.0325,0.005428,0.005428,0.005428,,,,,,
256,1.4184,1.1145,1.0397,0.55154,0.43416,0.45883,0.27745,1.3591,1.0833,1.0326,0.00541,0.00541,0.00541,,,,,,
257,1.4211,1.1146,1.0381,0.55243,0.43419,0.45889,0.27758,1.3591,1.0833,1.0326,0.005392,0.005392,0.005392,,,,,,
258,1.4169,1.1099,1.0369,0.55536,0.43377,0.45887,0.27759,1.3588,1.0831,1.0324,0.005374,0.005374,0.005374,,,,,,
259,1.419,1.117,1.0367,0.55579,0.43355,0.45885,0.27759,1.3588,1.083,1.0324,0.005356,0.005356,0.005356,,,,,,
260,1.4287,1.1184,1.0369,0.55782,0.4328,0.45908,0.27768,1.3587,1.0829,1.0323,0.005338,0.005338,0.005338,,,,,,
261,1.4181,1.1146,1.0397,0.55432,0.43437,0.45908,0.27777,1.3586,1.0829,1.0323,0.00532,0.00532,0.00532,,,,,,
262,1.4213,1.1131,1.0373,0.55451,0.43422,0.45916,0.27772,1.3584,1.0826,1.0322,0.005302,0.005302,0.005302,,,,,,
263,1.4212,1.1129,1.0393,0.55709,0.43309,0.45937,0.27782,1.3583,1.0824,1.0321,0.005284,0.005284,0.005284,,,,,,
264,1.4293,1.1172,1.0389,0.55332,0.4357,0.45938,0.27762,1.3583,1.0825,1.0321,0.005266,0.005266,0.005266,,,,,,
265,1.4219,1.1152,1.0387,0.55562,0.43493,0.45936,0.27766,1.3583,1.0824,1.0321,0.005248,0.005248,0.005248,,,,,,
266,1.4248,1.1152,1.0379,0.55586,0.43469,0.45938,0.2778,1.3581,1.0824,1.032,0.00523,0.00523,0.00523,,,,,,
267,1.4215,1.1135,1.0394,0.55603,0.43481,0.45933,0.27775,1.3581,1.0822,1.032,0.005212,0.005212,0.005212,,,,,,
268,1.4196,1.1102,1.0378,0.55719,0.43317,0.45943,0.27787,1.3581,1.082,1.0319,0.005194,0.005194,0.005194,,,,,,
269,1.4209,1.1144,1.0385,0.5571,0.43287,0.45965,0.27778,1.3581,1.0821,1.0319,0.005176,0.005176,0.005176,,,,,,
270,1.4173,1.1136,1.0368,0.55551,0.43406,0.45936,0.27778,1.3581,1.082,1.0319,0.005158,0.005158,0.005158,,,,,,
271,1.4204,1.1146,1.0389,0.5555,0.43403,0.45966,0.27783,1.358,1.0819,1.0318,0.00514,0.00514,0.00514,,,,,,
272,1.4162,1.1091,1.037,0.5567,0.43444,0.45989,0.27792,1.358,1.0819,1.0317,0.005122,0.005122,0.005122,,,,,,
273,1.4109,1.1066,1.0341,0.55669,0.43488,0.4598,0.27804,1.3579,1.0819,1.0317,0.005104,0.005104,0.005104,,,,,,
274,1.419,1.1074,1.0388,0.55741,0.43484,0.45992,0.27796,1.358,1.0819,1.0316,0.005086,0.005086,0.005086,,,,,,
275,1.4134,1.1048,1.036,0.55885,0.43327,0.45988,0.27781,1.3577,1.0819,1.0315,0.005068,0.005068,0.005068,,,,,,
276,1.4161,1.1052,1.0358,0.55944,0.43316,0.45999,0.27798,1.3577,1.0816,1.0315,0.00505,0.00505,0.00505,,,,,,
277,1.4141,1.1084,1.0368,0.55739,0.43424,0.46012,0.27792,1.3577,1.082,1.0315,0.005032,0.005032,0.005032,,,,,,
278,1.4111,1.1029,1.0351,0.55973,0.43286,0.46008,0.27802,1.3576,1.0819,1.0314,0.005014,0.005014,0.005014,,,,,,
279,1.4237,1.1115,1.0377,0.55817,0.434,0.46046,0.27827,1.3575,1.0818,1.0314,0.004996,0.004996,0.004996,,,,,,
280,1.419,1.105,1.0362,0.55821,0.43444,0.46062,0.2784,1.3573,1.0818,1.0314,0.004978,0.004978,0.004978,,,,,,
281,1.4146,1.1035,1.0346,0.55939,0.43422,0.46093,0.27848,1.3572,1.0814,1.0313,0.00496,0.00496,0.00496,,,,,,
282,1.4154,1.1061,1.0349,0.55945,0.4345,0.46094,0.27854,1.3573,1.0813,1.0312,0.004942,0.004942,0.004942,,,,,,
283,1.4139,1.1031,1.0345,0.55888,0.43395,0.46068,0.27844,1.3572,1.0813,1.0312,0.004924,0.004924,0.004924,,,,,,
284,1.4206,1.1092,1.0365,0.55659,0.43658,0.46085,0.27847,1.3571,1.0811,1.0311,0.004906,0.004906,0.004906,,,,,,
285,1.4164,1.1069,1.0359,0.5568,0.43669,0.46075,0.27852,1.357,1.0809,1.031,0.004888,0.004888,0.004888,,,,,,
286,1.4089,1.0985,1.0339,0.55696,0.43686,0.46111,0.27889,1.3571,1.0811,1.031,0.00487,0.00487,0.00487,,,,,,
287,1.4122,1.1046,1.0338,0.558,0.43666,0.46091,0.27888,1.357,1.081,1.0309,0.004852,0.004852,0.004852,,,,,,
288,1.4155,1.1064,1.0345,0.55654,0.43762,0.46111,0.27883,1.3566,1.0812,1.0308,0.004834,0.004834,0.004834,,,,,,
289,1.4204,1.1081,1.0369,0.55678,0.43783,0.46115,0.27887,1.3567,1.0813,1.0308,0.004816,0.004816,0.004816,,,,,,
290,1.4175,1.1042,1.0342,0.55784,0.43741,0.46129,0.27931,1.3565,1.0811,1.0307,0.004798,0.004798,0.004798,,,,,,
291,1.4104,1.1014,1.0331,0.55836,0.43745,0.46147,0.27931,1.3566,1.081,1.0307,0.00478,0.00478,0.00478,,,,,,
292,1.4135,1.1019,1.0361,0.55899,0.43764,0.46144,0.2796,1.3566,1.0808,1.0307,0.004762,0.004762,0.004762,,,,,,
293,1.4181,1.1032,1.0346,0.5583,0.4373,0.46149,0.27944,1.3565,1.0807,1.0306,0.004744,0.004744,0.004744,,,,,,
294,1.4173,1.0997,1.0316,0.55689,0.43835,0.46159,0.27951,1.3565,1.0808,1.0306,0.004726,0.004726,0.004726,,,,,,
295,1.4101,1.0974,1.0334,0.56001,0.43758,0.46171,0.27961,1.3563,1.0808,1.0305,0.004708,0.004708,0.004708,,,,,,
296,1.4159,1.0997,1.0356,0.56011,0.43772,0.46179,0.27965,1.3564,1.0809,1.0305,0.00469,0.00469,0.00469,,,,,,
297,1.41,1.0977,1.0325,0.55951,0.43714,0.46198,0.27988,1.3564,1.0809,1.0305,0.004672,0.004672,0.004672,,,,,,
298,1.4133,1.1033,1.0351,0.55778,0.43833,0.46202,0.27977,1.3564,1.081,1.0304,0.004654,0.004654,0.004654,,,,,,
299,1.4139,1.1029,1.0321,0.55605,0.4396,0.4621,0.27992,1.3562,1.0809,1.0304,0.004636,0.004636,0.004636,,,,,,
300,1.4095,1.0985,1.0336,0.55848,0.43854,0.46208,0.27999,1.3562,1.0807,1.0304,0.004618,0.004618,0.004618,,,,,,
301,1.416,1.1035,1.0341,0.56131,0.43762,0.46237,0.28012,1.3563,1.0807,1.0303,0.0046,0.0046,0.0046,,,,,,
302,1.4127,1.0997,1.0341,0.55884,0.438,0.46225,0.28011,1.356,1.0807,1.0302,0.004582,0.004582,0.004582,,,,,,
303,1.414,1.1002,1.0339,0.55894,0.43847,0.46221,0.27987,1.356,1.0808,1.0302,0.004564,0.004564,0.004564,,,,,,
304,1.4137,1.101,1.0334,0.56008,0.43847,0.46241,0.27996,1.356,1.0808,1.0301,0.004546,0.004546,0.004546,,,,,,
305,1.4127,1.099,1.0351,0.56237,0.43732,0.46242,0.28002,1.356,1.0809,1.0301,0.004528,0.004528,0.004528,,,,,,
306,1.4105,1.0976,1.033,0.56255,0.43745,0.46237,0.2801,1.3561,1.0809,1.03,0.00451,0.00451,0.00451,,,,,,
307,1.4085,1.0981,1.032,0.56053,0.43822,0.46233,0.27996,1.3563,1.081,1.0301,0.004492,0.004492,0.004492,,,,,,
308,1.4088,1.0976,1.0307,0.55921,0.43979,0.46236,0.28021,1.3562,1.081,1.0301,0.004474,0.004474,0.004474,,,,,,
309,1.4127,1.1005,1.0362,0.55949,0.43978,0.46246,0.28022,1.3562,1.0811,1.03,0.004456,0.004456,0.004456,,,,,,
310,1.4066,1.0946,1.0331,0.55842,0.44087,0.46273,0.28044,1.3562,1.081,1.03,0.004438,0.004438,0.004438,,,,,,
311,1.406,1.0912,1.0327,0.55795,0.44122,0.46292,0.28059,1.3559,1.0806,1.0299,0.00442,0.00442,0.00442,,,,,,
312,1.412,1.097,1.0306,0.55889,0.44118,0.46304,0.2806,1.3557,1.0806,1.0298,0.004402,0.004402,0.004402,,,,,,
313,1.4073,1.0916,1.0309,0.5611,0.44011,0.46308,0.2806,1.3557,1.0804,1.0298,0.004384,0.004384,0.004384,,,,,,
314,1.4115,1.099,1.0351,0.56099,0.43984,0.46322,0.28059,1.3558,1.0804,1.0298,0.004366,0.004366,0.004366,,,,,,
315,1.4065,1.0929,1.0315,0.55949,0.44083,0.46337,0.28078,1.3554,1.0803,1.0297,0.004348,0.004348,0.004348,,,,,,
316,1.4114,1.0988,1.0317,0.55996,0.44086,0.46347,0.28073,1.3555,1.08,1.0297,0.00433,0.00433,0.00433,,,,,,
317,1.4052,1.0935,1.0334,0.56026,0.44095,0.4635,0.28093,1.3556,1.08,1.0297,0.004312,0.004312,0.004312,,,,,,
318,1.4088,1.0924,1.0323,0.55924,0.44206,0.46351,0.28089,1.3559,1.0803,1.0297,0.004294,0.004294,0.004294,,,,,,
319,1.4059,1.0903,1.0329,0.55994,0.4418,0.46373,0.2809,1.356,1.0804,1.0297,0.004276,0.004276,0.004276,,,,,,
320,1.4146,1.0975,1.0302,0.55969,0.44181,0.4638,0.28087,1.356,1.0805,1.0298,0.004258,0.004258,0.004258,,,,,,
321,1.4089,1.09,1.03,0.55892,0.44157,0.46396,0.28097,1.3561,1.0804,1.0297,0.00424,0.00424,0.00424,,,,,,
322,1.4096,1.0962,1.0322,0.55957,0.44205,0.46392,0.28089,1.3561,1.0802,1.0297,0.004222,0.004222,0.004222,,,,,,
323,1.4031,1.0862,1.0311,0.55955,0.4416,0.46374,0.28082,1.356,1.0804,1.0297,0.004204,0.004204,0.004204,,,,,,
324,1.4114,1.0923,1.0316,0.5597,0.44088,0.46382,0.2809,1.3558,1.08,1.0296,0.004186,0.004186,0.004186,,,,,,
325,1.4059,1.0863,1.0302,0.56047,0.44139,0.46395,0.28105,1.3557,1.0801,1.0296,0.004168,0.004168,0.004168,,,,,,
326,1.4088,1.0898,1.0327,0.56091,0.44163,0.46424,0.28114,1.3555,1.0796,1.0295,0.00415,0.00415,0.00415,,,,,,
327,1.4041,1.0874,1.0314,0.56153,0.44062,0.46414,0.28108,1.3556,1.0798,1.0295,0.004132,0.004132,0.004132,,,,,,
328,1.4057,1.0895,1.0335,0.56273,0.44069,0.46428,0.28125,1.3553,1.0797,1.0295,0.004114,0.004114,0.004114,,,,,,
329,1.4114,1.0918,1.0319,0.56259,0.44083,0.46412,0.28139,1.3553,1.0796,1.0294,0.004096,0.004096,0.004096,,,,,,
330,1.4077,1.0929,1.0313,0.56271,0.44046,0.46416,0.28142,1.3554,1.0797,1.0294,0.004078,0.004078,0.004078,,,,,,
331,1.4053,1.0897,1.0298,0.56266,0.44054,0.46458,0.28151,1.3554,1.0796,1.0294,0.00406,0.00406,0.00406,,,,,,
332,1.4058,1.0894,1.0321,0.56343,0.44059,0.4646,0.28155,1.3553,1.0797,1.0294,0.004042,0.004042,0.004042,,,,,,
333,1.4024,1.0852,1.0303,0.56328,0.44079,0.46472,0.28163,1.3551,1.0795,1.0293,0.004024,0.004024,0.004024,,,,,,
334,1.4019,1.0874,1.03,0.56382,0.44067,0.46472,0.28155,1.3551,1.0794,1.0293,0.004006,0.004006,0.004006,,,,,,
335,1.397,1.0827,1.0287,0.5659,0.43995,0.4647,0.28149,1.355,1.0793,1.0292,0.003988,0.003988,0.003988,,,,,,
336,1.4071,1.0881,1.0316,0.56569,0.43996,0.46491,0.28143,1.3548,1.079,1.0292,0.00397,0.00397,0.00397,,,,,,
337,1.4036,1.0875,1.0333,0.56417,0.44073,0.46509,0.28153,1.3548,1.079,1.0292,0.003952,0.003952,0.003952,,,,,,
338,1.4085,1.0881,1.0287,0.56446,0.44049,0.46531,0.2817,1.3548,1.0792,1.0292,0.003934,0.003934,0.003934,,,,,,
339,1.4096,1.0931,1.0338,0.56426,0.44035,0.46537,0.28142,1.3549,1.079,1.0292,0.003916,0.003916,0.003916,,,,,,
340,1.3993,1.0833,1.029,0.56391,0.44059,0.46544,0.28179,1.3547,1.0788,1.0291,0.003898,0.003898,0.003898,,,,,,
341,1.4064,1.0852,1.0295,0.56354,0.44034,0.46544,0.28184,1.3545,1.0785,1.0291,0.00388,0.00388,0.00388,,,,,,
342,1.3928,1.0798,1.0302,0.56426,0.4406,0.46554,0.28186,1.3543,1.0781,1.029,0.003862,0.003862,0.003862,,,,,,
343,1.4103,1.089,1.0306,0.56322,0.44111,0.46559,0.28187,1.3541,1.0782,1.0289,0.003844,0.003844,0.003844,,,,,,
344,1.4075,1.0862,1.0318,0.5624,0.44151,0.46572,0.28193,1.3543,1.0782,1.0289,0.003826,0.003826,0.003826,,,,,,
345,1.3992,1.0823,1.0289,0.56196,0.44136,0.46577,0.28203,1.3542,1.0779,1.0289,0.003808,0.003808,0.003808,,,,,,
346,1.3986,1.0801,1.0288,0.55998,0.44206,0.46568,0.2822,1.3542,1.0782,1.0288,0.00379,0.00379,0.00379,,,,,,
347,1.402,1.0812,1.0303,0.56019,0.44184,0.46585,0.28244,1.3541,1.0778,1.0288,0.003772,0.003772,0.003772,,,,,,
348,1.4043,1.0862,1.0263,0.55964,0.44178,0.46575,0.28248,1.354,1.0776,1.0288,0.003754,0.003754,0.003754,,,,,,
349,1.3992,1.0825,1.0308,0.5604,0.44182,0.46579,0.28262,1.3541,1.0776,1.0288,0.003736,0.003736,0.003736,,,,,,
350,1.4064,1.0855,1.0322,0.55845,0.44193,0.46569,0.2826,1.3542,1.0776,1.0288,0.003718,0.003718,0.003718,,,,,,
351,1.3974,1.075,1.0299,0.55862,0.44154,0.46597,0.28266,1.3541,1.0776,1.0288,0.0037,0.0037,0.0037,,,,,,
352,1.3989,1.0844,1.0304,0.55883,0.44167,0.46605,0.28252,1.3541,1.0776,1.0288,0.003682,0.003682,0.003682,,,,,,
353,1.4064,1.0874,1.0301,0.55712,0.4424,0.4659,0.28258,1.3537,1.0773,1.0287,0.003664,0.003664,0.003664,,,,,,
354,1.3982,1.0782,1.028,0.55559,0.44279,0.46598,0.28239,1.3537,1.0771,1.0287,0.003646,0.003646,0.003646,,,,,,
355,1.4007,1.0828,1.0312,0.55781,0.44195,0.46612,0.28253,1.3536,1.0769,1.0286,0.003628,0.003628,0.003628,,,,,,
356,1.3948,1.0777,1.0306,0.55696,0.443,0.4661,0.28255,1.3535,1.0766,1.0285,0.00361,0.00361,0.00361,,,,,,
