                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2,,,,,
165,1.3022,0.92339,1.0683,0.5993,0.48401,0.5152,0.31496,1.3004,0.96851,1.079,0.0067528,0.0067528,0.0067528,,,,,
166,1.3095,0.92369,1.0645,0.59897,0.48407,0.5152,0.31508,1.3002,0.96829,1.0788,0.006733,0.006733,0.006733,,,,,
167,1.3114,0.92233,1.0649,0.59996,0.4835,0.51524,0.31504,1.3001,0.96772,1.0789,0.0067132,0.0067132,0.0067132,,,,,
168,1.3118,0.92093,1.0604,0.60142,0.48384,0.51579,0.31529,1.3002,0.96729,1.079,0.0066934,0.0066934,0.0066934,,,,,
169,1.3088,0.92111,1.0603,0.60239,0.48392,0.51592,0.3153,1.3002,0.9673,1.0789,0.0066736,0.0066736,0.0066736,,,,,
170,1.3068,0.9154,1.0609,0.59931,0.48598,0.51612,0.31534,1.2999,0.967,1.0788,0.0066538,0.0066538,0.0066538,,,,,
171,1.3085,0.92271,1.0625,0.60076,0.48551,0.51631,0.3155,1.2999,0.96677,1.0788,0.006634,0.006634,0.006634,,,,,
172,1.3125,0.91485,1.061,0.60226,0.48468,0.51641,0.31552,1.3,0.9665,1.0788,0.0066142,0.0066142,0.0066142,,,,,
173,1.3014,0.91026,1.0624,0.60158,0.48478,0.51638,0.31566,1.3,0.96627,1.0788,0.0065944,0.0065944,0.0065944,,,,,
174,1.2919,0.91097,1.0603,0.60163,0.48478,0.51647,0.31581,1.2997,0.9662,1.0787,0.0065746,0.0065746,0.0065746,,,,,
175,1.2954,0.91305,1.0636,0.6023,0.48463,0.51645,0.31561,1.2997,0.96599,1.0787,0.0065548,0.0065548,0.0065548,,,,,
176,1.3034,0.91026,1.0559,0.59912,0.48648,0.51669,0.31573,1.2997,0.96593,1.0789,0.006535,0.006535,0.006535,,,,,
177,1.3091,0.91883,1.0635,0.59679,0.48712,0.51645,0.31571,1.2997,0.96586,1.0788,0.0065152,0.0065152,0.0065152,,,,,
178,1.3108,0.91789,1.0642,0.59595,0.48863,0.51654,0.31559,1.2997,0.96564,1.0789,0.0064954,0.0064954,0.0064954,,,,,
179,1.3152,0.92125,1.0607,0.59524,0.48858,0.51659,0.31577,1.2998,0.96553,1.0789,0.0064756,0.0064756,0.0064756,,,,,
180,1.3054,0.91724,1.063,0.59495,0.48896,0.51635,0.316,1.2998,0.9654,1.0789,0.0064558,0.0064558,0.0064558,,,,,
181,1.2937,0.90441,1.0586,0.5956,0.48918,0.51659,0.31587,1.2998,0.96525,1.0789,0.006436,0.006436,0.006436,,,,,
182,1.3036,0.90917,1.0608,0.59426,0.49011,0.51655,0.31594,1.2997,0.96507,1.0789,0.0064162,0.0064162,0.0064162,,,,,
183,1.3062,0.91058,1.0573,0.59399,0.49023,0.51681,0.31603,1.2996,0.96496,1.0788,0.0063964,0.0063964,0.0063964,,,,,
184,1.306,0.90799,1.0621,0.5967,0.48917,0.51668,0.31603,1.2994,0.96474,1.0788,0.0063766,0.0063766,0.0063766,,,,,
185,1.2924,0.90591,1.0577,0.59707,0.48945,0.51687,0.31617,1.2994,0.96458,1.0788,0.0063568,0.0063568,0.0063568,,,,,
186,1.3007,0.90917,1.0663,0.59865,0.4885,0.51666,0.31626,1.2992,0.96427,1.0787,0.006337,0.006337,0.006337,,,,,
187,1.3144,0.91763,1.0579,0.59764,0.49022,0.51704,0.31653,1.2989,0.96416,1.0786,0.0063172,0.0063172,0.0063172,,,,,
188,1.2996,0.90061,1.0575,0.59888,0.48941,0.5168,0.3164,1.2988,0.96397,1.0786,0.0062974,0.0062974,0.0062974,,,,,
189,1.2966,0.90693,1.0585,0.59905,0.48947,0.51722,0.31677,1.2987,0.96414,1.0785,0.0062776,0.0062776,0.0062776,,,,,
190,1.2951,0.90142,1.0622,0.59956,0.48998,0.51722,0.31674,1.2985,0.96395,1.0786,0.0062578,0.0062578,0.0062578,,,,,
191,1.2898,0.90031,1.056,0.59983,0.49037,0.51718,0.31667,1.2986,0.9636,1.0785,0.006238,0.006238,0.006238,,,,,
192,1.293,0.90974,1.0613,0.59744,0.4905,0.51715,0.3167,1.2983,0.96356,1.0785,0.0062182,0.0062182,0.0062182,,,,,
193,1.2915,0.90101,1.0563,0.59912,0.4902,0.51719,0.31691,1.2983,0.9633,1.0785,0.0061984,0.0061984,0.0061984,,,,,
194,1.2913,0.8986,1.0487,0.59936,0.48978,0.51745,0.31694,1.2982,0.96322,1.0785,0.0061786,0.0061786,0.0061786,,,,,
195,1.3033,0.90721,1.0614,0.59805,0.49116,0.51741,0.31715,1.298,0.96323,1.0784,0.0061588,0.0061588,0.0061588,,,,,
196,1.2956,0.90076,1.0573,0.59879,0.49127,0.51739,0.31704,1.298,0.96305,1.0785,0.006139,0.006139,0.006139,,,,,
197,1.2998,0.90294,1.0537,0.59922,0.49032,0.51757,0.31717,1.298,0.96287,1.0785,0.0061192,0.0061192,0.0061192,,,,,
198,1.2907,0.89713,1.0581,0.60101,0.48994,0.51765,0.31714,1.2977,0.9627,1.0785,0.0060994,0.0060994,0.0060994,,,,,
199,1.2986,0.90132,1.0572,0.59965,0.49041,0.51786,0.3172,1.2978,0.9627,1.0785,0.0060796,0.0060796,0.0060796,,,,,
200,1.2981,0.90219,1.0535,0.60101,0.48985,0.51808,0.31734,1.2978,0.96253,1.0784,0.0060598,0.0060598,0.0060598,,,,,
201,1.2857,0.88822,1.0554,0.59987,0.49057,0.51826,0.31751,1.2978,0.96245,1.0784,0.00604,0.00604,0.00604,,,,,
202,1.2945,0.89254,1.0534,0.60211,0.49041,0.5183,0.31759,1.2976,0.96234,1.0784,0.0060202,0.0060202,0.0060202,,,,,
203,1.2886,0.90058,1.061,0.6,0.4908,0.51835,0.31755,1.2975,0.96215,1.0783,0.0060004,0.0060004,0.0060004,,,,,
204,1.2842,0.88643,1.0575,0.60158,0.49043,0.51801,0.31752,1.2973,0.96217,1.0783,0.0059806,0.0059806,0.0059806,,,,,
205,1.2844,0.89068,1.0542,0.60014,0.49154,0.51822,0.31768,1.2973,0.96198,1.0782,0.0059608,0.0059608,0.0059608,,,,,
206,1.2915,0.89453,1.0603,0.60233,0.49113,0.51815,0.31772,1.297,0.96183,1.0782,0.005941,0.005941,0.005941,,,,,
207,1.2946,0.89292,1.0576,0.60317,0.48988,0.51827,0.31775,1.297,0.9618,1.0782,0.0059212,0.0059212,0.0059212,,,,,
208,1.2933,0.89208,1.0594,0.60278,0.49001,0.5183,0.31767,1.2972,0.96189,1.0782,0.0059014,0.0059014,0.0059014,,,,,
209,1.2845,0.88643,1.054,0.60139,0.49048,0.51852,0.31779,1.2972,0.96172,1.0781,0.0058816,0.0058816,0.0058816,,,,,
210,1.2917,0.89213,1.0558,0.6045,0.48866,0.51853,0.31796,1.2972,0.96174,1.0782,0.0058618,0.0058618,0.0058618,,,,,
211,1.288,0.8864,1.0523,0.602,0.49033,0.51859,0.31795,1.2971,0.96178,1.0781,0.005842,0.005842,0.005842,,,,,
212,1.2843,0.88748,1.0593,0.60135,0.49037,0.51861,0.31786,1.297,0.96159,1.0781,0.0058222,0.0058222,0.0058222,,,,,
213,1.2902,0.8884,1.0544,0.60051,0.49023,0.51862,0.31773,1.297,0.96152,1.078,0.0058024,0.0058024,0.0058024,,,,,
214,1.2872,0.89026,1.0595,0.60112,0.49007,0.51854,0.31774,1.2969,0.96154,1.078,0.0057826,0.0057826,0.0057826,,,,,
215,1.2888,0.88582,1.0536,0.60231,0.48863,0.51842,0.31782,1.2971,0.96157,1.078,0.0057628,0.0057628,0.0057628,,,,,
216,1.2825,0.88442,1.0524,0.60446,0.48792,0.51851,0.31798,1.2971,0.96162,1.0781,0.005743,0.005743,0.005743,,,,,
217,1.2753,0.88491,1.053,0.60459,0.48766,0.51868,0.31803,1.2969,0.96171,1.0779,0.0057232,0.0057232,0.0057232,,,,,
218,1.2845,0.88923,1.0521,0.60508,0.48843,0.51859,0.3181,1.2967,0.96182,1.0778,0.0057034,0.0057034,0.0057034,,,,,
219,1.2822,0.88432,1.0554,0.60514,0.48833,0.51879,0.3181,1.2968,0.9617,1.0778,0.0056836,0.0056836,0.0056836,,,,,
220,1.2851,0.88399,1.0521,0.6043,0.48838,0.51882,0.3181,1.2968,0.96184,1.0778,0.0056638,0.0056638,0.0056638,,,,,
221,1.2793,0.87774,1.0526,0.60807,0.48673,0.51883,0.3181,1.2968,0.96183,1.0778,0.005644,0.005644,0.005644,,,,,
222,1.2792,0.88096,1.0561,0.60883,0.48689,0.51893,0.31818,1.2968,0.9617,1.0778,0.0056242,0.0056242,0.0056242,,,,,
223,1.2889,0.88626,1.0539,0.60871,0.48672,0.51863,0.31817,1.2969,0.96177,1.0778,0.0056044,0.0056044,0.0056044,,,,,
224,1.2771,0.87845,1.0519,0.60549,0.48778,0.51853,0.31821,1.2968,0.96182,1.0778,0.0055846,0.0055846,0.0055846,,,,,
225,1.2902,0.88713,1.0502,0.60866,0.48656,0.51881,0.31831,1.2967,0.96165,1.0778,0.0055648,0.0055648,0.0055648,,,,,
226,1.2801,0.87589,1.0499,0.60642,0.48667,0.51902,0.31847,1.2968,0.9616,1.0778,0.005545,0.005545,0.005545,,,,,
227,1.2838,0.88046,1.0495,0.60796,0.48577,0.51907,0.31837,1.2968,0.96154,1.0778,0.0055252,0.0055252,0.0055252,,,,,
228,1.2838,0.88861,1.0541,0.6046,0.48705,0.51903,0.31839,1.2967,0.96149,1.0778,0.0055054,0.0055054,0.0055054,,,,,
229,1.2791,0.87878,1.05,0.60471,0.48719,0.5191,0.3184,1.2965,0.96157,1.0777,0.0054856,0.0054856,0.0054856,,,,,
230,1.285,0.8798,1.0462,0.60494,0.48758,0.51932,0.31854,1.2965,0.96144,1.0777,0.0054658,0.0054658,0.0054658,,,,,
231,1.2888,0.88248,1.0509,0.60432,0.48732,0.51906,0.31867,1.2961,0.96132,1.0775,0.005446,0.005446,0.005446,,,,,
232,1.2755,0.87087,1.0475,0.60486,0.48785,0.51938,0.31878,1.2961,0.96138,1.0775,0.0054262,0.0054262,0.0054262,,,,,
233,1.2794,0.87555,1.0576,0.60451,0.48744,0.51921,0.31892,1.2961,0.96129,1.0775,0.0054064,0.0054064,0.0054064,,,,,
234,1.282,0.87928,1.0497,0.60273,0.4886,0.51941,0.31886,1.2959,0.96131,1.0776,0.0053866,0.0053866,0.0053866,,,,,
235,1.2769,0.87403,1.0485,0.60313,0.48825,0.51954,0.31904,1.2961,0.96114,1.0775,0.0053668,0.0053668,0.0053668,,,,,
236,1.2693,0.86753,1.0472,0.6047,0.48712,0.51938,0.31894,1.296,0.96115,1.0775,0.005347,0.005347,0.005347,,,,,
237,1.2789,0.87191,1.0461,0.60497,0.48699,0.51965,0.31913,1.296,0.96091,1.0775,0.0053272,0.0053272,0.0053272,,,,,
238,1.2759,0.87006,1.0509,0.60535,0.48729,0.51966,0.31907,1.2959,0.96066,1.0775,0.0053074,0.0053074,0.0053074,,,,,
239,1.2661,0.86737,1.047,0.60463,0.48724,0.51981,0.31917,1.296,0.96097,1.0775,0.0052876,0.0052876,0.0052876,,,,,
240,1.2832,0.87528,1.0527,0.60489,0.48749,0.51969,0.31929,1.2959,0.9608,1.0774,0.0052678,0.0052678,0.0052678,,,,,
241,1.2817,0.87716,1.0459,0.60498,0.48778,0.51977,0.31913,1.2959,0.96037,1.0774,0.005248,0.005248,0.005248,,,,,
242,1.271,0.87081,1.0468,0.60478,0.48811,0.51973,0.31907,1.2958,0.96046,1.0774,0.0052282,0.0052282,0.0052282,,,,,
243,1.2726,0.86861,1.0483,0.60449,0.48805,0.51978,0.31906,1.2956,0.96012,1.0772,0.0052084,0.0052084,0.0052084,,,,,
244,1.275,0.86405,1.0477,0.6029,0.48869,0.51974,0.31921,1.2955,0.95998,1.0772,0.0051886,0.0051886,0.0051886,,,,,
245,1.2815,0.87351,1.0535,0.60188,0.48938,0.51981,0.3193,1.2953,0.95987,1.0771,0.0051688,0.0051688,0.0051688,,,,,
246,1.2796,0.87611,1.0546,0.59968,0.49024,0.51988,0.31924,1.2954,0.95979,1.0772,0.005149,0.005149,0.005149,,,,,
247,1.2692,0.86142,1.0475,0.59995,0.49057,0.51986,0.31928,1.2952,0.95967,1.0771,0.0051292,0.0051292,0.0051292,,,,,
248,1.2804,0.87208,1.0446,0.59974,0.4909,0.52,0.31924,1.2952,0.95937,1.0772,0.0051094,0.0051094,0.0051094,,,,,
249,1.2631,0.857,1.045,0.6005,0.49116,0.51994,0.31923,1.2952,0.95945,1.0772,0.0050896,0.0050896,0.0050896,,,,,
250,1.2732,0.86489,1.0458,0.60265,0.48979,0.5202,0.31931,1.2952,0.9592,1.0771,0.0050698,0.0050698,0.0050698,,,,,
251,1.2645,0.85916,1.0446,0.60412,0.48889,0.52001,0.31918,1.295,0.95879,1.077,0.00505,0.00505,0.00505,,,,,
252,1.2789,0.86903,1.0495,0.60647,0.48873,0.52039,0.31931,1.295,0.95858,1.0771,0.0050302,0.0050302,0.0050302,,,,,
253,1.2764,0.85949,1.0479,0.60313,0.49072,0.5204,0.31924,1.2948,0.95876,1.077,0.0050104,0.0050104,0.0050104,,,,,
254,1.2653,0.85982,1.0477,0.60115,0.49145,0.52058,0.31925,1.2946,0.95855,1.0769,0.0049906,0.0049906,0.0049906,,,,,
255,1.2736,0.86217,1.0452,0.59969,0.49211,0.5205,0.31921,1.2948,0.95836,1.0769,0.0049708,0.0049708,0.0049708,,,,,
256,1.2766,0.86845,1.0474,0.59982,0.49199,0.52053,0.31924,1.2946,0.95831,1.0769,0.004951,0.004951,0.004951,,,,,
257,1.2677,0.85805,1.0468,0.59752,0.49296,0.52035,0.31935,1.2945,0.95789,1.0768,0.0049312,0.0049312,0.0049312,,,,,
258,1.276,0.86724,1.0455,0.59701,0.49436,0.52064,0.31945,1.2946,0.9579,1.0769,0.0049114,0.0049114,0.0049114,,,,,
259,1.2726,0.86297,1.0488,0.59823,0.49292,0.52025,0.31933,1.2946,0.95775,1.0768,0.0048916,0.0048916,0.0048916,,,,,
260,1.2764,0.86498,1.0449,0.59801,0.49445,0.52057,0.31948,1.2944,0.95758,1.0767,0.0048718,0.0048718,0.0048718,,,,,
261,1.2588,0.85694,1.0501,0.59912,0.49314,0.52065,0.31958,1.2941,0.95727,1.0767,0.004852,0.004852,0.004852,,,,,
262,1.2723,0.86224,1.0434,0.59815,0.49437,0.52069,0.31962,1.2941,0.95693,1.0766,0.0048322,0.0048322,0.0048322,,,,,
263,1.2711,0.8647,1.0468,0.59843,0.49409,0.52075,0.31961,1.2939,0.95705,1.0766,0.0048124,0.0048124,0.0048124,,,,,
264,1.2796,0.86461,1.0499,0.59908,0.49398,0.52087,0.31955,1.2938,0.95689,1.0766,0.0047926,0.0047926,0.0047926,,,,,
265,1.2619,0.85655,1.0436,0.59796,0.49472,0.52095,0.31967,1.2939,0.95667,1.0765,0.0047728,0.0047728,0.0047728,,,,,
266,1.2733,0.85609,1.0455,0.5981,0.49466,0.52085,0.31972,1.2941,0.95631,1.0766,0.004753,0.004753,0.004753,,,,,
267,1.27,0.85558,1.0395,0.59855,0.49469,0.52109,0.31975,1.2939,0.95623,1.0765,0.0047332,0.0047332,0.0047332,,,,,
268,1.2626,0.85517,1.0467,0.59726,0.49523,0.52097,0.31978,1.2938,0.95601,1.0765,0.0047134,0.0047134,0.0047134,,,,,
269,1.2633,0.85295,1.0457,0.59749,0.49515,0.52096,0.31964,1.2937,0.95581,1.0764,0.0046936,0.0046936,0.0046936,,,,,
270,1.2695,0.85873,1.0454,0.59477,0.49696,0.52121,0.31978,1.2936,0.95563,1.0765,0.0046738,0.0046738,0.0046738,,,,,
271,1.2677,0.85802,1.0441,0.59463,0.49702,0.52133,0.31996,1.2935,0.95547,1.0764,0.004654,0.004654,0.004654,,,,,
272,1.2649,0.85526,1.0427,0.59875,0.49527,0.52137,0.31994,1.2934,0.95536,1.0765,0.0046342,0.0046342,0.0046342,,,,,
273,1.26,0.85275,1.0397,0.59987,0.49561,0.52152,0.32006,1.2933,0.95486,1.0766,0.0046144,0.0046144,0.0046144,,,,,
274,1.2723,0.85865,1.0371,0.59999,0.49566,0.52157,0.3201,1.2932,0.95478,1.0766,0.0045946,0.0045946,0.0045946,,,,,
275,1.2714,0.85521,1.0473,0.60039,0.49552,0.52144,0.32002,1.2931,0.95464,1.0766,0.0045748,0.0045748,0.0045748,,,,,
276,1.2662,0.85516,1.0459,0.60062,0.49536,0.52133,0.32017,1.293,0.95451,1.0765,0.004555,0.004555,0.004555,,,,,
277,1.2804,0.86825,1.0483,0.60021,0.49509,0.52125,0.3204,1.2929,0.95451,1.0764,0.0045352,0.0045352,0.0045352,,,,,
278,1.2718,0.86112,1.044,0.59744,0.49698,0.52146,0.32052,1.2929,0.95452,1.0764,0.0045154,0.0045154,0.0045154,,,,,
279,1.2699,0.85827,1.0428,0.60134,0.49494,0.52144,0.32028,1.2928,0.95431,1.0764,0.0044956,0.0044956,0.0044956,,,,,
280,1.2783,0.86639,1.0451,0.59955,0.49573,0.52149,0.32042,1.2928,0.95432,1.0764,0.0044758,0.0044758,0.0044758,,,,,
281,1.28,0.86544,1.0479,0.59731,0.49609,0.52158,0.32041,1.2929,0.95421,1.0764,0.004456,0.004456,0.004456,,,,,
282,1.2619,0.85061,1.0404,0.59739,0.49621,0.5217,0.32049,1.2926,0.95408,1.0762,0.0044362,0.0044362,0.0044362,,,,,
283,1.2848,0.86613,1.0477,0.59761,0.49612,0.52205,0.32046,1.2926,0.95385,1.0762,0.0044164,0.0044164,0.0044164,,,,,
284,1.2836,0.86868,1.0461,0.6006,0.4931,0.5219,0.32054,1.2927,0.95391,1.0762,0.0043966,0.0043966,0.0043966,,,,,
285,1.2763,0.86127,1.0424,0.60127,0.49373,0.5221,0.32064,1.2925,0.9538,1.0762,0.0043768,0.0043768,0.0043768,,,,,
286,1.2792,0.86395,1.044,0.60021,0.49508,0.5221,0.32067,1.2925,0.95363,1.0761,0.004357,0.004357,0.004357,,,,,
287,1.277,0.8681,1.0454,0.5997,0.49468,0.5221,0.32066,1.2924,0.95377,1.0761,0.0043372,0.0043372,0.0043372,,,,,
288,1.2733,0.85948,1.0417,0.59828,0.49557,0.52202,0.32052,1.2926,0.95378,1.0762,0.0043174,0.0043174,0.0043174,,,,,
289,1.2763,0.8623,1.0422,0.59839,0.49547,0.52197,0.32062,1.2925,0.95341,1.0761,0.0042976,0.0042976,0.0042976,,,,,
290,1.2677,0.85247,1.0408,0.59813,0.49516,0.52204,0.32066,1.2926,0.95336,1.0761,0.0042778,0.0042778,0.0042778,,,,,
291,1.2778,0.85466,1.0429,0.59925,0.49602,0.52216,0.32052,1.2924,0.95333,1.0761,0.004258,0.004258,0.004258,,,,,
292,1.2768,0.86182,1.04,0.59824,0.49707,0.52208,0.32071,1.2924,0.95328,1.0761,0.0042382,0.0042382,0.0042382,,,,,
293,1.274,0.85823,1.0381,0.59935,0.49589,0.52214,0.32087,1.2924,0.95325,1.0762,0.0042184,0.0042184,0.0042184,,,,,
294,1.268,0.85462,1.0393,0.59793,0.49672,0.52212,0.32087,1.2923,0.95326,1.0762,0.0041986,0.0041986,0.0041986,,,,,
295,1.2638,0.84741,1.0319,0.59653,0.49712,0.52222,0.32101,1.2924,0.95318,1.0762,0.0041788,0.0041788,0.0041788,,,,,
296,1.2588,0.84609,1.0428,0.59703,0.49709,0.52231,0.32112,1.2924,0.95296,1.0762,0.004159,0.004159,0.004159,,,,,
297,1.2628,0.84672,1.0358,0.5973,0.49721,0.52239,0.32099,1.2923,0.95294,1.0761,0.0041392,0.0041392,0.0041392,,,,,
298,1.2659,0.85288,1.0371,0.59777,0.49711,0.52234,0.32093,1.2922,0.95296,1.0761,0.0041194,0.0041194,0.0041194,,,,,
299,1.2675,0.85457,1.0402,0.59795,0.4972,0.52235,0.32101,1.2923,0.95279,1.0761,0.0040996,0.0040996,0.0040996,,,,,
300,1.272,0.85358,1.0393,0.59639,0.49774,0.52234,0.32098,1.2922,0.95298,1.0761,0.0040798,0.0040798,0.0040798,,,,,
301,1.2636,0.85043,1.0347,0.59652,0.49732,0.52228,0.32093,1.2921,0.95321,1.0761,0.00406,0.00406,0.00406,,,,,
302,1.2741,0.85843,1.0385,0.59752,0.49655,0.5225,0.32099,1.2921,0.95317,1.0761,0.0040402,0.0040402,0.0040402,,,,,
303,1.2644,0.85311,1.0393,0.59794,0.4967,0.52237,0.32095,1.292,0.9532,1.076,0.0040204,0.0040204,0.0040204,,,,,
304,1.2609,0.85033,1.035,0.59764,0.49668,0.52265,0.32109,1.2921,0.95291,1.076,0.0040006,0.0040006,0.0040006,,,,,
305,1.2774,0.8582,1.0376,0.59715,0.49613,0.52239,0.32101,1.2922,0.95301,1.076,0.0039808,0.0039808,0.0039808,,,,,
306,1.2674,0.85451,1.0357,0.59881,0.49511,0.52245,0.32101,1.2922,0.95287,1.0761,0.003961,0.003961,0.003961,,,,,
307,1.264,0.85076,1.0403,0.59705,0.49573,0.52246,0.32119,1.2923,0.95285,1.0761,0.0039412,0.0039412,0.0039412,,,,,
308,1.2647,0.85144,1.0401,0.59888,0.49499,0.52249,0.321,1.2921,0.95267,1.0761,0.0039214,0.0039214,0.0039214,,,,,
309,1.2649,0.85305,1.0373,0.59959,0.49555,0.52265,0.32094,1.2922,0.95237,1.0761,0.0039016,0.0039016,0.0039016,,,,,
310,1.2618,0.84388,1.0376,0.5983,0.49609,0.52258,0.32084,1.2922,0.95248,1.0761,0.0038818,0.0038818,0.0038818,,,,,
311,1.2692,0.85202,1.0386,0.59717,0.49667,0.52257,0.32111,1.2923,0.95242,1.0761,0.003862,0.003862,0.003862,,,,,
312,1.2591,0.84336,1.0336,0.5987,0.49608,0.52231,0.32095,1.2923,0.95218,1.076,0.0038422,0.0038422,0.0038422,,,,,
313,1.2612,0.84402,1.0308,0.60012,0.4948,0.52225,0.32104,1.2924,0.95213,1.0761,0.0038224,0.0038224,0.0038224,,,,,
314,1.2806,0.85937,1.0424,0.59923,0.49595,0.52237,0.32111,1.2923,0.95208,1.076,0.0038026,0.0038026,0.0038026,,,,,
315,1.2783,0.85014,1.0385,0.59893,0.49572,0.52239,0.3211,1.2923,0.952,1.076,0.0037828,0.0037828,0.0037828,,,,,
316,1.2656,0.84844,1.0382,0.60129,0.49507,0.52268,0.3213,1.2925,0.95214,1.076,0.003763,0.003763,0.003763,,,,,
317,1.2599,0.84078,1.0365,0.60151,0.49534,0.52281,0.32124,1.2922,0.9519,1.076,0.0037432,0.0037432,0.0037432,,,,,
318,1.2731,0.85315,1.0391,0.60109,0.49493,0.52277,0.32119,1.2924,0.9517,1.0762,0.0037234,0.0037234,0.0037234,,,,,
319,1.2672,0.84457,1.0337,0.59989,0.49596,0.52287,0.32113,1.2926,0.95172,1.0762,0.0037036,0.0037036,0.0037036,,,,,
320,1.2594,0.84494,1.0335,0.59966,0.49614,0.52284,0.3212,1.2926,0.95201,1.0762,0.0036838,0.0036838,0.0036838,,,,,
321,1.2597,0.84126,1.0401,0.59944,0.49608,0.52272,0.32112,1.2926,0.95195,1.0762,0.003664,0.003664,0.003664,,,,,
322,1.2687,0.84238,1.03,0.59933,0.49634,0.5228,0.32103,1.2927,0.9521,1.0763,0.0036442,0.0036442,0.0036442,,,,,
323,1.2731,0.85315,1.0364,0.59973,0.49657,0.52269,0.3211,1.2926,0.95193,1.0762,0.0036244,0.0036244,0.0036244,,,,,
324,1.2631,0.8439,1.0342,0.59844,0.49784,0.52274,0.32099,1.2926,0.95169,1.0762,0.0036046,0.0036046,0.0036046,,,,,
325,1.2639,0.84056,1.0396,0.59678,0.49831,0.52258,0.32099,1.2924,0.95162,1.0762,0.0035848,0.0035848,0.0035848,,,,,
326,1.2514,0.83795,1.0353,0.59744,0.49825,0.52259,0.32083,1.2923,0.95175,1.076,0.003565,0.003565,0.003565,,,,,
327,1.2709,0.84449,1.0367,0.59918,0.49727,0.52259,0.32093,1.2924,0.95173,1.0761,0.0035452,0.0035452,0.0035452,,,,,
328,1.2706,0.84559,1.0404,0.59939,0.49733,0.52269,0.32081,1.2925,0.95176,1.0761,0.0035254,0.0035254,0.0035254,,,,,
329,1.2667,0.84601,1.0355,0.5965,0.49905,0.52272,0.32091,1.2926,0.95172,1.0761,0.0035056,0.0035056,0.0035056,,,,,
330,1.2578,0.84013,1.0399,0.59832,0.49877,0.52272,0.3206,1.2926,0.95173,1.0761,0.0034858,0.0034858,0.0034858,,,,,
331,1.2537,0.83902,1.0333,0.59792,0.4983,0.5227,0.32064,1.2927,0.95163,1.076,0.003466,0.003466,0.003466,,,,,
332,1.2652,0.84743,1.0363,0.59828,0.49849,0.52269,0.32067,1.2928,0.95138,1.0761,0.0034462,0.0034462,0.0034462,,,,,
333,1.2616,0.84287,1.0312,0.59781,0.49939,0.52284,0.32068,1.2928,0.95165,1.0761,0.0034264,0.0034264,0.0034264,,,,,
334,1.2455,0.82883,1.0337,0.59809,0.49941,0.5228,0.32065,1.2928,0.95165,1.076,0.0034066,0.0034066,0.0034066,,,,,
335,1.2578,0.83598,1.0353,0.59862,0.49935,0.5229,0.32063,1.293,0.95172,1.0761,0.0033868,0.0033868,0.0033868,,,,,
336,1.2673,0.84642,1.0362,0.60037,0.49872,0.52286,0.32054,1.2929,0.9517,1.0762,0.003367,0.003367,0.003367,,,,,
337,1.2671,0.84031,1.0322,0.60054,0.49847,0.52302,0.32052,1.2931,0.95167,1.0762,0.0033472,0.0033472,0.0033472,,,,,
338,1.2596,0.83726,1.0378,0.60145,0.49857,0.5229,0.32059,1.293,0.95147,1.0762,0.0033274,0.0033274,0.0033274,,,,,
339,1.257,0.83652,1.0281,0.60124,0.49849,0.52282,0.32052,1.2932,0.95183,1.0762,0.0033076,0.0033076,0.0033076,,,,,
340,1.2551,0.83765,1.0322,0.60076,0.49943,0.52316,0.32082,1.2931,0.95174,1.0762,0.0032878,0.0032878,0.0032878,,,,,
341,1.2541,0.83399,1.0328,0.60079,0.49937,0.5231,0.32083,1.293,0.95169,1.0761,0.003268,0.003268,0.003268,,,,,
342,1.2569,0.83594,1.0325,0.60208,0.49847,0.52316,0.32093,1.2931,0.95173,1.0761,0.0032482,0.0032482,0.0032482,,,,,
343,1.2598,0.83634,1.0373,0.60119,0.49793,0.52266,0.32083,1.2932,0.95186,1.0761,0.0032284,0.0032284,0.0032284,,,,,
344,1.2526,0.83079,1.0292,0.60186,0.49851,0.52245,0.32083,1.2932,0.95183,1.0761,0.0032086,0.0032086,0.0032086,,,,,
345,1.249,0.82903,1.0281,0.60259,0.49882,0.52262,0.32081,1.2932,0.95169,1.0762,0.0031888,0.0031888,0.0031888,,,,,
346,1.2655,0.83819,1.0389,0.6023,0.49905,0.52254,0.3208,1.2934,0.9518,1.0762,0.003169,0.003169,0.003169,,,,,
347,1.2627,0.83961,1.0345,0.60211,0.49891,0.52237,0.32073,1.2933,0.95192,1.0762,0.0031492,0.0031492,0.0031492,,,,,
348,1.2589,0.83318,1.0306,0.60197,0.49875,0.52222,0.32063,1.2936,0.95169,1.0764,0.0031294,0.0031294,0.0031294,,,,,
349,1.2536,0.8344,1.0324,0.60171,0.49876,0.52215,0.32062,1.2935,0.9515,1.0763,0.0031096,0.0031096,0.0031096,,,,,
350,1.2549,0.82994,1.0315,0.6005,0.49991,0.52209,0.32053,1.2936,0.9516,1.0763,0.0030898,0.0030898,0.0030898,,,,,
351,1.2489,0.82967,1.0363,0.6004,0.4998,0.52206,0.32061,1.2937,0.95153,1.0763,0.00307,0.00307,0.00307,,,,,
