                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2,,,,,,,,
161,1.9754,1.1942,1.0695,0.59824,0.56636,0.55994,0.22804,1.9768,1.2108,1.0965,0.00712,0.00712,0.00712,,,,,,,,
162,1.9809,1.201,1.0743,0.61991,0.55235,0.55788,0.22839,1.9768,1.2101,1.0963,0.007102,0.007102,0.007102,,,,,,,,
163,1.9697,1.1821,1.0636,0.5962,0.57209,0.55956,0.22962,1.9773,1.2094,1.0963,0.007084,0.007084,0.007084,,,,,,,,
164,1.9852,1.2033,1.0703,0.59515,0.57253,0.55949,0.22951,1.9769,1.2094,1.0959,0.007066,0.007066,0.007066,,,,,,,,
165,1.9817,1.1864,1.0736,0.59272,0.57181,0.55907,0.22933,1.9763,1.2085,1.0955,0.007048,0.007048,0.007048,,,,,,,,
166,1.9805,1.1817,1.0704,0.59136,0.56759,0.55194,0.22899,1.9758,1.2078,1.0952,0.00703,0.00703,0.00703,,,,,,,,
167,1.9762,1.1974,1.0716,0.59587,0.56559,0.5515,0.22862,1.9759,1.2067,1.0952,0.007012,0.007012,0.007012,,,,,,,,
168,1.9771,1.1928,1.0729,0.60125,0.56881,0.55703,0.22951,1.9755,1.207,1.095,0.006994,0.006994,0.006994,,,,,,,,
169,1.9753,1.1923,1.0737,0.60473,0.56814,0.55745,0.2302,1.9753,1.2064,1.095,0.006976,0.006976,0.006976,,,,,,,,
170,1.9676,1.188,1.0644,0.60108,0.56874,0.55537,0.22955,1.9744,1.2053,1.0949,0.006958,0.006958,0.006958,,,,,,,,
171,1.9785,1.1908,1.0687,0.59566,0.57151,0.55514,0.22959,1.9745,1.2042,1.0949,0.00694,0.00694,0.00694,,,,,,,,
172,1.9822,1.1882,1.0697,0.5934,0.56975,0.55366,0.23044,1.9741,1.2042,1.0947,0.006922,0.006922,0.006922,,,,,,,,
173,1.9791,1.1904,1.0672,0.59508,0.56737,0.5558,0.23168,1.9747,1.2038,1.0947,0.006904,0.006904,0.006904,,,,,,,,
174,1.9706,1.1835,1.0653,0.5992,0.5674,0.5562,0.23157,1.9743,1.2031,1.0948,0.006886,0.006886,0.006886,,,,,,,,
175,1.9869,1.1871,1.0687,0.59862,0.56719,0.55629,0.23109,1.9741,1.2024,1.0947,0.006868,0.006868,0.006868,,,,,,,,
176,1.9733,1.1998,1.0678,0.60165,0.56875,0.55782,0.23169,1.9745,1.2023,1.0947,0.00685,0.00685,0.00685,,,,,,,,
177,1.9774,1.186,1.0669,0.60902,0.56612,0.55944,0.23201,1.9738,1.2013,1.0947,0.006832,0.006832,0.006832,,,,,,,,
178,1.9818,1.1877,1.0655,0.61289,0.56498,0.55936,0.23237,1.9733,1.2004,1.0946,0.006814,0.006814,0.006814,,,,,,,,
179,1.9646,1.1792,1.0624,0.62399,0.55613,0.55927,0.23218,1.9734,1.2002,1.0946,0.006796,0.006796,0.006796,,,,,,,,
180,1.9685,1.1784,1.0652,0.61559,0.55849,0.56018,0.23234,1.9731,1.1985,1.0947,0.006778,0.006778,0.006778,,,,,,,,
181,1.9699,1.1896,1.0671,0.61314,0.56047,0.56014,0.23311,1.9732,1.1973,1.0945,0.00676,0.00676,0.00676,,,,,,,,
182,1.9716,1.1788,1.0647,0.61115,0.55793,0.55887,0.2333,1.9725,1.197,1.0945,0.006742,0.006742,0.006742,,,,,,,,
183,1.9684,1.1818,1.0663,0.61364,0.55505,0.55933,0.23376,1.9723,1.1962,1.0943,0.006724,0.006724,0.006724,,,,,,,,
184,1.9679,1.1792,1.0645,0.61333,0.55693,0.56154,0.23452,1.9721,1.1954,1.0941,0.006706,0.006706,0.006706,,,,,,,,
185,1.9726,1.1892,1.074,0.61516,0.55912,0.56337,0.23455,1.9717,1.1944,1.094,0.006688,0.006688,0.006688,,,,,,,,
186,1.9806,1.1953,1.0677,0.61074,0.56035,0.56437,0.23487,1.9714,1.1935,1.0937,0.00667,0.00667,0.00667,,,,,,,,
187,1.9756,1.184,1.0706,0.6092,0.563,0.56318,0.23467,1.9709,1.1933,1.0937,0.006652,0.006652,0.006652,,,,,,,,
188,1.9653,1.1826,1.0672,0.61363,0.56026,0.56604,0.23693,1.9702,1.1925,1.0935,0.006634,0.006634,0.006634,,,,,,,,
189,1.9712,1.1863,1.0685,0.6231,0.55815,0.56812,0.23712,1.9701,1.1912,1.0935,0.006616,0.006616,0.006616,,,,,,,,
190,1.9719,1.1816,1.0673,0.62185,0.55876,0.56958,0.23784,1.9693,1.1904,1.0933,0.006598,0.006598,0.006598,,,,,,,,
191,1.9772,1.1954,1.0695,0.61985,0.5597,0.56893,0.23709,1.9692,1.1904,1.0933,0.00658,0.00658,0.00658,,,,,,,,
192,1.9762,1.1895,1.0705,0.61818,0.5606,0.56847,0.23711,1.9685,1.1899,1.0931,0.006562,0.006562,0.006562,,,,,,,,
193,1.9736,1.175,1.0671,0.62562,0.55652,0.5701,0.23723,1.9676,1.1885,1.0929,0.006544,0.006544,0.006544,,,,,,,,
194,1.9741,1.1784,1.0654,0.62275,0.55857,0.57226,0.23812,1.9671,1.1878,1.0927,0.006526,0.006526,0.006526,,,,,,,,
195,1.9616,1.1697,1.0607,0.62992,0.55489,0.57134,0.23784,1.9661,1.1867,1.0925,0.006508,0.006508,0.006508,,,,,,,,
196,1.9607,1.1714,1.0655,0.62784,0.55474,0.57282,0.23925,1.9655,1.1864,1.0924,0.00649,0.00649,0.00649,,,,,,,,
197,1.9682,1.174,1.0653,0.62679,0.55525,0.57329,0.23973,1.9652,1.1861,1.0923,0.006472,0.006472,0.006472,,,,,,,,
198,1.9667,1.1723,1.0659,0.6261,0.55326,0.57041,0.24001,1.9651,1.1852,1.0923,0.006454,0.006454,0.006454,,,,,,,,
199,1.9696,1.1768,1.0658,0.633,0.55457,0.57139,0.24036,1.9648,1.1847,1.0922,0.006436,0.006436,0.006436,,,,,,,,
200,1.9642,1.17,1.0627,0.63234,0.55751,0.57334,0.24113,1.9647,1.1839,1.0922,0.006418,0.006418,0.006418,,,,,,,,
201,1.9668,1.1701,1.0619,0.62589,0.56421,0.57499,0.24156,1.9646,1.1828,1.0922,0.0064,0.0064,0.0064,,,,,,,,
202,1.9715,1.1901,1.0681,0.62226,0.56548,0.5695,0.24091,1.964,1.1818,1.092,0.006382,0.006382,0.006382,,,,,,,,
203,1.9708,1.1677,1.0634,0.62025,0.56849,0.56919,0.24114,1.9637,1.1808,1.0918,0.006364,0.006364,0.006364,,,,,,,,
204,1.9706,1.1741,1.0629,0.62429,0.56986,0.5712,0.24153,1.9636,1.1802,1.0918,0.006346,0.006346,0.006346,,,,,,,,
205,1.972,1.1718,1.0676,0.6287,0.56645,0.56958,0.24087,1.9636,1.1796,1.0917,0.006328,0.006328,0.006328,,,,,,,,
206,1.9676,1.1716,1.0667,0.62158,0.57127,0.57102,0.24189,1.9636,1.1793,1.0918,0.00631,0.00631,0.00631,,,,,,,,
207,1.968,1.1616,1.0676,0.61551,0.56724,0.56505,0.24135,1.9638,1.1788,1.0917,0.006292,0.006292,0.006292,,,,,,,,
208,1.9696,1.165,1.0615,0.61922,0.56512,0.56485,0.24099,1.9633,1.1782,1.0917,0.006274,0.006274,0.006274,,,,,,,,
209,1.9564,1.1592,1.0646,0.62369,0.56753,0.57085,0.24147,1.9632,1.1772,1.0918,0.006256,0.006256,0.006256,,,,,,,,
210,1.9732,1.162,1.072,0.62359,0.57331,0.57558,0.24217,1.9626,1.1764,1.0917,0.006238,0.006238,0.006238,,,,,,,,
211,1.9689,1.1706,1.0648,0.63633,0.56754,0.5766,0.24272,1.9624,1.1761,1.0917,0.00622,0.00622,0.00622,,,,,,,,
212,1.9628,1.1762,1.0704,0.63358,0.56126,0.57193,0.24222,1.9619,1.1751,1.0914,0.006202,0.006202,0.006202,,,,,,,,
213,1.9597,1.1609,1.0665,0.64227,0.56524,0.57637,0.24275,1.9619,1.1747,1.0915,0.006184,0.006184,0.006184,,,,,,,,
214,1.9515,1.1575,1.0609,0.63473,0.57194,0.57766,0.24424,1.9615,1.1737,1.0913,0.006166,0.006166,0.006166,,,,,,,,
215,1.9658,1.1594,1.0607,0.63316,0.57233,0.57709,0.24442,1.9618,1.1732,1.0913,0.006148,0.006148,0.006148,,,,,,,,
216,1.9475,1.1579,1.0619,0.6428,0.56629,0.57796,0.24489,1.9617,1.1731,1.0915,0.00613,0.00613,0.00613,,,,,,,,
217,1.9688,1.1757,1.0617,0.63702,0.56986,0.57829,0.2464,1.9613,1.1726,1.0915,0.006112,0.006112,0.006112,,,,,,,,
218,1.9599,1.1686,1.065,0.63928,0.56887,0.5777,0.24684,1.9611,1.1727,1.0914,0.006094,0.006094,0.006094,,,,,,,,
219,1.9529,1.1641,1.0661,0.63433,0.57029,0.57704,0.24664,1.9608,1.1723,1.0915,0.006076,0.006076,0.006076,,,,,,,,
220,1.9611,1.1512,1.0676,0.63875,0.56902,0.57755,0.24621,1.9598,1.1714,1.0912,0.006058,0.006058,0.006058,,,,,,,,
221,1.9584,1.1564,1.063,0.64259,0.56798,0.57849,0.24645,1.9601,1.1711,1.0911,0.00604,0.00604,0.00604,,,,,,,,
222,1.9578,1.1581,1.0639,0.64369,0.57108,0.57925,0.24675,1.9606,1.1706,1.0911,0.006022,0.006022,0.006022,,,,,,,,
223,1.9606,1.1649,1.0662,0.646,0.57052,0.57925,0.24696,1.9598,1.1696,1.0911,0.006004,0.006004,0.006004,,,,,,,,
224,1.9627,1.1748,1.0664,0.65119,0.56925,0.57943,0.24641,1.9597,1.1697,1.0911,0.005986,0.005986,0.005986,,,,,,,,
225,1.9634,1.1687,1.0611,0.65113,0.56501,0.57714,0.24579,1.9593,1.1691,1.0909,0.005968,0.005968,0.005968,,,,,,,,
226,1.979,1.165,1.0691,0.65948,0.56518,0.58814,0.24709,1.959,1.1682,1.091,0.00595,0.00595,0.00595,,,,,,,,
227,1.9462,1.1539,1.068,0.6602,0.56446,0.58856,0.24763,1.9589,1.1672,1.0909,0.005932,0.005932,0.005932,,,,,,,,
228,1.9571,1.1622,1.0641,0.66052,0.56511,0.58847,0.24751,1.9583,1.1668,1.0908,0.005914,0.005914,0.005914,,,,,,,,
229,1.9519,1.1514,1.0638,0.65882,0.56603,0.58884,0.24784,1.9586,1.1662,1.0907,0.005896,0.005896,0.005896,,,,,,,,
230,1.9566,1.1435,1.0637,0.65954,0.56557,0.58864,0.24779,1.959,1.1658,1.0908,0.005878,0.005878,0.005878,,,,,,,,
231,1.9594,1.1539,1.0661,0.66017,0.56679,0.58984,0.24826,1.9584,1.1655,1.0905,0.00586,0.00586,0.00586,,,,,,,,
232,1.9563,1.1574,1.064,0.6617,0.56749,0.59207,0.24908,1.9589,1.1651,1.0904,0.005842,0.005842,0.005842,,,,,,,,
233,1.9571,1.1531,1.0627,0.65887,0.56824,0.59124,0.2491,1.9586,1.1647,1.0903,0.005824,0.005824,0.005824,,,,,,,,
234,1.9619,1.1698,1.0657,0.65643,0.56762,0.59102,0.24886,1.9589,1.1644,1.0905,0.005806,0.005806,0.005806,,,,,,,,
235,1.9595,1.1651,1.0649,0.66644,0.56589,0.5912,0.24903,1.959,1.1644,1.0904,0.005788,0.005788,0.005788,,,,,,,,
236,1.9608,1.1689,1.0616,0.65517,0.56899,0.59156,0.24845,1.9595,1.1641,1.0905,0.00577,0.00577,0.00577,,,,,,,,
237,1.9565,1.1504,1.0585,0.65648,0.56663,0.59161,0.2486,1.9589,1.1643,1.0904,0.005752,0.005752,0.005752,,,,,,,,
238,1.9589,1.1585,1.063,0.66653,0.56379,0.59217,0.24886,1.9588,1.164,1.0905,0.005734,0.005734,0.005734,,,,,,,,
239,1.9541,1.144,1.0617,0.66952,0.56224,0.59154,0.2493,1.9587,1.1631,1.0904,0.005716,0.005716,0.005716,,,,,,,,
240,1.9569,1.1475,1.0654,0.66869,0.56176,0.59268,0.2489,1.9583,1.1627,1.0903,0.005698,0.005698,0.005698,,,,,,,,
241,1.9564,1.1542,1.0637,0.6541,0.56585,0.59289,0.24911,1.958,1.1614,1.09,0.00568,0.00568,0.00568,,,,,,,,
242,1.9473,1.1455,1.0589,0.65309,0.56573,0.59236,0.24984,1.9582,1.162,1.09,0.005662,0.005662,0.005662,,,,,,,,
243,1.9522,1.1487,1.0615,0.64589,0.56652,0.59246,0.24993,1.9581,1.1605,1.0897,0.005644,0.005644,0.005644,,,,,,,,
244,1.9487,1.1459,1.061,0.65196,0.56506,0.59207,0.24931,1.9575,1.1608,1.0898,0.005626,0.005626,0.005626,,,,,,,,
245,1.949,1.1445,1.0596,0.65446,0.56394,0.59301,0.25005,1.9573,1.1597,1.0897,0.005608,0.005608,0.005608,,,,,,,,
246,1.9509,1.1536,1.0604,0.65044,0.56554,0.59548,0.25162,1.9571,1.159,1.0895,0.00559,0.00559,0.00559,,,,,,,,
247,1.9542,1.1489,1.0587,0.64852,0.56524,0.59471,0.25107,1.9566,1.159,1.0894,0.005572,0.005572,0.005572,,,,,,,,
248,1.9536,1.1476,1.0623,0.64922,0.5679,0.59541,0.25127,1.9568,1.1599,1.0892,0.005554,0.005554,0.005554,,,,,,,,
249,1.9572,1.1457,1.0618,0.65133,0.57294,0.59443,0.25147,1.9565,1.1596,1.0891,0.005536,0.005536,0.005536,,,,,,,,
250,1.9547,1.1456,1.0604,0.64986,0.5692,0.59449,0.25193,1.957,1.1591,1.0891,0.005518,0.005518,0.005518,,,,,,,,
251,1.9573,1.1548,1.0583,0.65142,0.57149,0.59422,0.25229,1.956,1.1586,1.0888,0.0055,0.0055,0.0055,,,,,,,,
252,1.9446,1.1412,1.0621,0.64939,0.5745,0.59441,0.25212,1.9555,1.158,1.0888,0.005482,0.005482,0.005482,,,,,,,,
253,1.9473,1.1393,1.0617,0.65001,0.57488,0.59394,0.2521,1.9562,1.158,1.0888,0.005464,0.005464,0.005464,,,,,,,,
254,1.9507,1.1468,1.0581,0.62841,0.5892,0.594,0.2523,1.9556,1.1577,1.0884,0.005446,0.005446,0.005446,,,,,,,,
255,1.9458,1.148,1.0613,0.62816,0.58939,0.59412,0.25222,1.9558,1.1568,1.0884,0.005428,0.005428,0.005428,,,,,,,,
256,1.9512,1.1414,1.0553,0.63141,0.58833,0.59332,0.25214,1.955,1.1562,1.0882,0.00541,0.00541,0.00541,,,,,,,,
257,1.9536,1.135,1.0613,0.63184,0.58901,0.59413,0.25232,1.9551,1.1556,1.0881,0.005392,0.005392,0.005392,,,,,,,,
258,1.9472,1.1397,1.0661,0.63249,0.58861,0.59462,0.25252,1.9546,1.1548,1.088,0.005374,0.005374,0.005374,,,,,,,,
259,1.9434,1.1362,1.0631,0.63221,0.59113,0.59974,0.25244,1.9541,1.1547,1.0879,0.005356,0.005356,0.005356,,,,,,,,
260,1.9498,1.1444,1.0622,0.63538,0.59114,0.59997,0.25247,1.9539,1.1549,1.0877,0.005338,0.005338,0.005338,,,,,,,,
261,1.9541,1.1527,1.0627,0.6362,0.59094,0.60002,0.25362,1.9536,1.1544,1.0876,0.00532,0.00532,0.00532,,,,,,,,
262,1.9498,1.1482,1.0608,0.63749,0.59108,0.60092,0.25284,1.953,1.1543,1.0876,0.005302,0.005302,0.005302,,,,,,,,
263,1.9446,1.138,1.0591,0.63545,0.58914,0.59839,0.2531,1.9528,1.1542,1.0875,0.005284,0.005284,0.005284,,,,,,,,
264,1.9519,1.1372,1.057,0.63231,0.59047,0.59827,0.25349,1.9526,1.1537,1.0874,0.005266,0.005266,0.005266,,,,,,,,
265,1.9372,1.1357,1.0612,0.63867,0.58998,0.59782,0.25306,1.9528,1.1541,1.0873,0.005248,0.005248,0.005248,,,,,,,,
266,1.9426,1.1278,1.0549,0.65267,0.58278,0.60031,0.25318,1.953,1.1531,1.0873,0.00523,0.00523,0.00523,,,,,,,,
267,1.9454,1.1439,1.0553,0.64518,0.58844,0.59963,0.25389,1.9528,1.1519,1.0871,0.005212,0.005212,0.005212,,,,,,,,
268,1.943,1.1333,1.0623,0.64512,0.58882,0.60168,0.25384,1.9526,1.1515,1.087,0.005194,0.005194,0.005194,,,,,,,,
269,1.9539,1.1452,1.0618,0.64275,0.58857,0.60094,0.25402,1.9518,1.1523,1.0869,0.005176,0.005176,0.005176,,,,,,,,
270,1.9484,1.1352,1.0586,0.64268,0.58958,0.6003,0.25396,1.9516,1.1523,1.0869,0.005158,0.005158,0.005158,,,,,,,,
271,1.9492,1.1469,1.0531,0.63881,0.59116,0.59995,0.25372,1.9516,1.1518,1.087,0.00514,0.00514,0.00514,,,,,,,,
272,1.9458,1.1382,1.0624,0.63899,0.59185,0.60111,0.25432,1.9516,1.1521,1.087,0.005122,0.005122,0.005122,,,,,,,,
273,1.9407,1.1343,1.0606,0.64056,0.59161,0.6001,0.25386,1.952,1.1517,1.0871,0.005104,0.005104,0.005104,,,,,,,,
274,1.9398,1.1359,1.0557,0.63681,0.59161,0.59915,0.25415,1.9514,1.151,1.0871,0.005086,0.005086,0.005086,,,,,,,,
275,1.9515,1.1271,1.0575,0.63228,0.59345,0.59992,0.25469,1.952,1.1502,1.087,0.005068,0.005068,0.005068,,,,,,,,
276,1.9417,1.1454,1.0647,0.63129,0.59398,0.60052,0.25449,1.9522,1.1504,1.0871,0.00505,0.00505,0.00505,,,,,,,,
277,1.9469,1.1245,1.0546,0.627,0.59735,0.60024,0.25386,1.9526,1.1493,1.0872,0.005032,0.005032,0.005032,,,,,,,,
278,1.9422,1.1303,1.0552,0.62043,0.59751,0.60079,0.25409,1.9524,1.1491,1.0872,0.005014,0.005014,0.005014,,,,,,,,
279,1.9559,1.1358,1.0566,0.62138,0.5976,0.6014,0.25442,1.9519,1.1491,1.0872,0.004996,0.004996,0.004996,,,,,,,,
280,1.9358,1.1308,1.0555,0.62309,0.59591,0.60158,0.25408,1.9512,1.148,1.0871,0.004978,0.004978,0.004978,,,,,,,,
281,1.9396,1.1233,1.064,0.62305,0.59601,0.60162,0.25433,1.9516,1.1478,1.087,0.00496,0.00496,0.00496,,,,,,,,
282,1.9425,1.1203,1.054,0.62307,0.59316,0.60146,0.25373,1.9507,1.1473,1.0868,0.004942,0.004942,0.004942,,,,,,,,
283,1.9466,1.1333,1.0573,0.62132,0.59416,0.60112,0.25372,1.9507,1.1471,1.0869,0.004924,0.004924,0.004924,,,,,,,,
284,1.9489,1.1354,1.0607,0.6223,0.59328,0.60138,0.25413,1.9508,1.1464,1.0868,0.004906,0.004906,0.004906,,,,,,,,
285,1.9417,1.1237,1.0564,0.62225,0.59357,0.60171,0.25427,1.9503,1.1451,1.0866,0.004888,0.004888,0.004888,,,,,,,,
286,1.9547,1.1431,1.0571,0.61537,0.59686,0.60163,0.25427,1.9505,1.1449,1.0867,0.00487,0.00487,0.00487,,,,,,,,
287,1.9448,1.1416,1.0641,0.61312,0.59789,0.60028,0.25333,1.9508,1.1435,1.0867,0.004852,0.004852,0.004852,,,,,,,,
288,1.9227,1.1154,1.0554,0.61442,0.59796,0.60027,0.25319,1.9506,1.1436,1.0865,0.004834,0.004834,0.004834,,,,,,,,
289,1.9359,1.1293,1.0562,0.61228,0.6014,0.60024,0.2538,1.9511,1.1431,1.0865,0.004816,0.004816,0.004816,,,,,,,,
290,1.9434,1.1293,1.0568,0.62404,0.59691,0.60081,0.25402,1.9505,1.1421,1.0864,0.004798,0.004798,0.004798,,,,,,,,
291,1.9312,1.1324,1.0626,0.60503,0.61434,0.60235,0.25413,1.9506,1.1416,1.0865,0.00478,0.00478,0.00478,,,,,,,,
292,1.9418,1.1367,1.0584,0.6093,0.61485,0.60117,0.25366,1.9504,1.1409,1.0865,0.004762,0.004762,0.004762,,,,,,,,
293,1.9377,1.1307,1.0567,0.60072,0.61596,0.60065,0.25367,1.9497,1.1408,1.0863,0.004744,0.004744,0.004744,,,,,,,,
294,1.9402,1.1274,1.0581,0.60002,0.61622,0.60246,0.25328,1.9493,1.1404,1.0862,0.004726,0.004726,0.004726,,,,,,,,
295,1.943,1.1197,1.0542,0.60482,0.61556,0.60214,0.25399,1.9495,1.1409,1.0863,0.004708,0.004708,0.004708,,,,,,,,
296,1.9315,1.1185,1.0585,0.60714,0.61364,0.60247,0.25372,1.9492,1.1408,1.0862,0.00469,0.00469,0.00469,,,,,,,,
297,1.9333,1.117,1.0511,0.61195,0.60934,0.60406,0.25487,1.9487,1.1403,1.0863,0.004672,0.004672,0.004672,,,,,,,,
298,1.9378,1.1237,1.0565,0.60139,0.61646,0.60373,0.25504,1.9481,1.1398,1.086,0.004654,0.004654,0.004654,,,,,,,,
299,1.9273,1.1171,1.058,0.6048,0.61686,0.60442,0.25549,1.9478,1.1387,1.086,0.004636,0.004636,0.004636,,,,,,,,
300,1.9414,1.1222,1.0596,0.60356,0.61235,0.60427,0.25504,1.9476,1.1386,1.086,0.004618,0.004618,0.004618,,,,,,,,
301,1.9414,1.1231,1.0561,0.60109,0.61282,0.60432,0.25492,1.9476,1.1376,1.0858,0.0046,0.0046,0.0046,,,,,,,,
302,1.9293,1.115,1.0572,0.60003,0.61358,0.60362,0.25534,1.9472,1.1379,1.0858,0.004582,0.004582,0.004582,,,,,,,,
303,1.9427,1.1213,1.0538,0.60658,0.6074,0.60355,0.25532,1.9472,1.1372,1.0857,0.004564,0.004564,0.004564,,,,,,,,
304,1.9357,1.1177,1.0587,0.6081,0.60977,0.60687,0.25587,1.9472,1.1367,1.0856,0.004546,0.004546,0.004546,,,,,,,,
305,1.9372,1.12,1.0546,0.60731,0.60771,0.60523,0.25603,1.9475,1.1361,1.0858,0.004528,0.004528,0.004528,,,,,,,,
306,1.9279,1.1173,1.0523,0.60639,0.60628,0.6048,0.25583,1.9473,1.136,1.0858,0.00451,0.00451,0.00451,,,,,,,,
307,1.9341,1.1104,1.0528,0.60517,0.61161,0.60498,0.25584,1.9468,1.1359,1.0856,0.004492,0.004492,0.004492,,,,,,,,
308,1.9311,1.1101,1.0556,0.60678,0.60661,0.6041,0.25641,1.9465,1.1351,1.0856,0.004474,0.004474,0.004474,,,,,,,,
309,1.9366,1.1293,1.057,0.60469,0.61147,0.60409,0.25649,1.9463,1.1346,1.0855,0.004456,0.004456,0.004456,,,,,,,,
310,1.9239,1.1043,1.0579,0.60373,0.61396,0.60616,0.25692,1.947,1.1342,1.0855,0.004438,0.004438,0.004438,,,,,,,,
311,1.9384,1.1133,1.0567,0.60697,0.61167,0.607,0.25691,1.9464,1.1341,1.0854,0.00442,0.00442,0.00442,,,,,,,,
312,1.9443,1.1289,1.0584,0.61015,0.60787,0.60774,0.2565,1.9463,1.133,1.0858,0.004402,0.004402,0.004402,,,,,,,,
313,1.9385,1.1097,1.0507,0.63912,0.58571,0.60866,0.25656,1.9461,1.1334,1.0859,0.004384,0.004384,0.004384,,,,,,,,
314,1.9349,1.1129,1.0579,0.66079,0.57795,0.60953,0.25722,1.9463,1.133,1.0857,0.004366,0.004366,0.004366,,,,,,,,
315,1.9272,1.0992,1.0497,0.63641,0.59235,0.60998,0.25729,1.9462,1.1325,1.0855,0.004348,0.004348,0.004348,,,,,,,,
316,1.9389,1.1213,1.0588,0.63717,0.59176,0.61099,0.25767,1.946,1.1333,1.0855,0.00433,0.00433,0.00433,,,,,,,,
317,1.9389,1.1194,1.0573,0.64026,0.58524,0.60281,0.25696,1.9465,1.1322,1.0854,0.004312,0.004312,0.004312,,,,,,,,
318,1.9304,1.1118,1.0515,0.63324,0.58684,0.60424,0.25701,1.9464,1.1327,1.0855,0.004294,0.004294,0.004294,,,,,,,,
319,1.9299,1.1089,1.0552,0.64387,0.58403,0.60409,0.25746,1.9461,1.1319,1.0854,0.004276,0.004276,0.004276,,,,,,,,
320,1.935,1.1074,1.0572,0.64836,0.57953,0.60549,0.25755,1.946,1.1321,1.0854,0.004258,0.004258,0.004258,,,,,,,,
321,1.9336,1.106,1.0519,0.64479,0.58304,0.60548,0.25702,1.9461,1.132,1.0855,0.00424,0.00424,0.00424,,,,,,,,
322,1.9304,1.1084,1.0533,0.63843,0.59119,0.60644,0.2574,1.9459,1.1308,1.0853,0.004222,0.004222,0.004222,,,,,,,,
323,1.9364,1.1108,1.0538,0.64319,0.58932,0.60698,0.25785,1.946,1.1311,1.0853,0.004204,0.004204,0.004204,,,,,,,,
324,1.9318,1.1228,1.0575,0.64058,0.58894,0.60741,0.25848,1.9452,1.131,1.0853,0.004186,0.004186,0.004186,,,,,,,,
325,1.9284,1.1203,1.0575,0.6391,0.58822,0.60574,0.25821,1.9453,1.1311,1.0853,0.004168,0.004168,0.004168,,,,,,,,
326,1.925,1.1085,1.0544,0.62901,0.59494,0.60535,0.2585,1.945,1.1306,1.0853,0.00415,0.00415,0.00415,,,,,,,,
327,1.9264,1.1081,1.0589,0.63654,0.59775,0.61111,0.25889,1.9452,1.1305,1.0854,0.004132,0.004132,0.004132,,,,,,,,
328,1.935,1.1224,1.0543,0.63057,0.60532,0.61802,0.2594,1.9444,1.1305,1.0853,0.004114,0.004114,0.004114,,,,,,,,
329,1.9351,1.1165,1.0571,0.65674,0.58433,0.62043,0.25968,1.9447,1.13,1.0852,0.004096,0.004096,0.004096,,,,,,,,
330,1.928,1.1114,1.0532,0.62403,0.61007,0.61704,0.25929,1.9446,1.1294,1.0852,0.004078,0.004078,0.004078,,,,,,,,
331,1.9257,1.1092,1.0529,0.6231,0.60979,0.61738,0.25959,1.9446,1.1289,1.0852,0.00406,0.00406,0.00406,,,,,,,,
332,1.9317,1.1022,1.0558,0.60729,0.62117,0.61785,0.25867,1.9446,1.1286,1.0852,0.004042,0.004042,0.004042,,,,,,,,
333,1.9352,1.1054,1.0555,0.60662,0.61838,0.61377,0.25851,1.945,1.1285,1.0854,0.004024,0.004024,0.004024,,,,,,,,
334,1.9306,1.0974,1.0587,0.60959,0.62054,0.61585,0.25879,1.9452,1.1286,1.0853,0.004006,0.004006,0.004006,,,,,,,,
335,1.9244,1.0961,1.0546,0.61386,0.62053,0.6139,0.25997,1.9448,1.1283,1.0853,0.003988,0.003988,0.003988,,,,,,,,
336,1.9203,1.0952,1.0523,0.61565,0.61735,0.61425,0.25983,1.9454,1.1285,1.0853,0.00397,0.00397,0.00397,,,,,,,,
337,1.9293,1.1057,1.0538,0.61401,0.62554,0.61546,0.26027,1.9453,1.1289,1.0853,0.003952,0.003952,0.003952,,,,,,,,
338,1.9311,1.1026,1.0529,0.61416,0.62608,0.61622,0.26132,1.9456,1.1281,1.0853,0.003934,0.003934,0.003934,,,,,,,,
339,1.9149,1.101,1.0556,0.61853,0.62733,0.61714,0.26103,1.9449,1.1279,1.0852,0.003916,0.003916,0.003916,,,,,,,,
340,1.9186,1.0983,1.0573,0.61303,0.62788,0.6175,0.26146,1.9447,1.1281,1.0852,0.003898,0.003898,0.003898,,,,,,,,
341,1.9187,1.097,1.0535,0.6133,0.62855,0.61792,0.26147,1.9449,1.1272,1.0852,0.00388,0.00388,0.00388,,,,,,,,
342,1.9239,1.1012,1.0505,0.61434,0.62833,0.61805,0.26153,1.9445,1.1272,1.0852,0.003862,0.003862,0.003862,,,,,,,,
343,1.9288,1.1061,1.0554,0.61387,0.63046,0.61886,0.26189,1.944,1.127,1.085,0.003844,0.003844,0.003844,,,,,,,,
344,1.9201,1.0971,1.0492,0.61534,0.62827,0.61696,0.26133,1.9441,1.1264,1.085,0.003826,0.003826,0.003826,,,,,,,,
345,1.9255,1.093,1.0513,0.62282,0.62432,0.61711,0.26103,1.9445,1.1263,1.085,0.003808,0.003808,0.003808,,,,,,,,
346,1.9225,1.1031,1.0543,0.62247,0.62616,0.61754,0.26084,1.9446,1.1256,1.085,0.00379,0.00379,0.00379,,,,,,,,
